USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0 226240  7612 ?        Ss   ago15   3:29 /sbin/init splash
mariana   4592  0.0  0.0 445252  3996 tty2     Sl+  ago15   0:01 /usr/lib/gnome-settings-daemon/gsd-smartcard
mariana   4598  0.0  0.0 328428  5196 tty2     Sl+  ago15   0:01 /usr/lib/gnome-settings-daemon/gsd-sound
mariana   4599  0.0  0.1 422368 14524 tty2     Sl+  ago15   0:02 /usr/lib/gnome-settings-daemon/gsd-wacom
mariana   4605  0.0  0.1 488336 10800 tty2     Sl+  ago15   0:02 /usr/lib/gnome-settings-daemon/gsd-xsettings
mariana   4620  0.0  0.1 337812 10612 tty2     Sl+  ago15   0:02 /usr/lib/gnome-settings-daemon/gsd-clipboard
mariana   4621  0.0  0.0 271604  4112 tty2     Sl+  ago15   0:01 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
mariana   4623  0.0  0.0 463184  5760 tty2     Sl+  ago15   0:01 /usr/lib/gnome-settings-daemon/gsd-datetime
mariana   4625  0.0  0.2 745312 17512 tty2     Sl+  ago15   4:49 /usr/lib/gnome-settings-daemon/gsd-color
mariana   4627  0.0  0.1 491900 10348 tty2     Sl+  ago15   0:02 /usr/lib/gnome-settings-daemon/gsd-keyboard
mariana   4629  0.0  0.0 358224  5824 tty2     Sl+  ago15   0:34 /usr/lib/gnome-settings-daemon/gsd-housekeeping
mariana   4630  0.0  0.0 271604  4136 tty2     Sl+  ago15   0:01 /usr/lib/gnome-settings-daemon/gsd-mouse
mariana   4634  0.0  0.1 862572 11636 tty2     Sl+  ago15   0:04 /usr/lib/gnome-settings-daemon/gsd-media-keys
mariana   4671  0.0  0.0 501960  5880 tty2     Sl+  ago15   0:00 /usr/lib/gnome-settings-daemon/gsd-printer
mariana   4723  0.0  0.0 271932  5392 tty2     Sl+  ago15   0:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
mariana   4731  0.0  1.1 1591696 91916 tty2    Sl+  ago15   0:20 nautilus-desktop
mariana   4742  0.0  0.0 742984  5056 tty2     Sl+  ago15   0:25 /usr/bin/anydesk --tray
mariana   4747  0.0  0.1 886312  8616 ?        Ssl  ago15   0:00 /usr/lib/evolution/evolution-calendar-factory
mariana   4751  0.0  0.0 362192  5644 ?        Sl   ago15   0:07 /usr/lib/gvfs/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
mariana   4769  0.0  0.0 198412  5396 tty2     Sl   ago15   0:31 /usr/lib/ibus/ibus-engine-simple
mariana   4811  0.0  0.0 1130168 4796 ?        Sl   ago15   0:01 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx4747x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/4747/2
mariana   4824  0.0  0.0 726312  6944 ?        Ssl  ago15   0:00 /usr/lib/evolution/evolution-addressbook-factory
mariana   4836  0.0  0.0 937164  6904 ?        Sl   ago15   0:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx4824x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/4824/2
mariana   4859  0.1  3.4 5937848 276636 tty2   Sl+  ago15  14:52 ./jetbrains-toolbox --minimize
mariana   4864  0.0  0.0  22368  2180 ?        Ssl  ago15   0:03 /home/mariana/.local/share/JetBrains/Toolbox/bin/jetbrains-toolbox --minimize
mariana   4905  0.0  0.0 198252  5152 ?        Ssl  ago15   0:00 /usr/lib/gvfs/gvfsd-metadata
mariana   5025  3.6  5.3 34987988 433060 tty2  SLl+ ago15 369:26 /opt/google/chrome/chrome
mariana   5032  0.0  0.0   7612   264 tty2     S+   ago15   0:00 cat
mariana   5033  0.0  0.0   7612   340 tty2     S+   ago15   0:00 cat
mariana   5036  0.0  0.2 451324 18044 tty2     S+   ago15   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox
mariana   5038  0.0  0.2 451324 22864 tty2     S+   ago15   0:00 /opt/google/chrome/chrome --type=zygote
mariana   5041  0.0  0.0  52364  2428 tty2     S+   ago15   0:00 /opt/google/chrome/nacl_helper
mariana   5044  0.0  0.1 451324  8624 tty2     S+   ago15   0:02 /opt/google/chrome/chrome --type=zygote
mariana   5067  3.0  2.8 34515060 231908 tty2  Sl+  ago15 310:08 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=3894979628506954757,1228716215932210681,131072 --gpu-preferences=UAAAAAAAAAAgAAAQAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files
mariana   5070  0.6  1.3 34201464 110396 tty2  SLl+ ago15  64:22 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --service-sandbox-type=none --shared-files=v8_context_snapshot_data:100
mariana   5084  0.0  0.1 588984 15056 tty2     Sl+  ago15   0:13 update-notifier
mariana   5087  0.0  1.8 1397076 151552 tty2   SLl+ ago15   0:38 /usr/bin/gnome-software --gapplication-service
mariana   5093  0.0  0.5 34085368 43188 tty2   Sl+  ago15   1:16 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --service-sandbox-type=utility --shared-files=v8_context_snapshot_data:100
mariana   5260  0.0  0.9 38371980 77148 tty2   Sl+  ago15   2:56 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana   5522  0.0  0.0 797644  7700 tty2     Sl+  ago15   0:00 /usr/lib/deja-dup/deja-dup-monitor
root      5685  0.0  0.0      0     0 ?        I<   ago21   0:03 [kworker/0:1H-kb]
root      5832  0.0  0.0      0     0 ?        S<   ago17   0:00 [loop29]
mariana   5880  0.0  0.9 38363632 76952 tty2   Sl+  ago17   0:17 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=503 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root      6045  0.0  0.0      0     0 ?        S<   ago17   0:00 [loop30]
mariana   6263  0.1  1.8 42680044 149536 tty2  Sl+  ago15  12:53 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana   6920  0.0  1.2 38405480 97500 tty2   Sl+  ago15   2:20 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=39 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana   6949  0.0  0.8 38348424 65064 tty2   Sl+  ago15   0:21 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=42 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana   6999  0.0  2.2 38538972 178048 tty2  Sl+  ago15   7:16 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=44 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana   7014  0.0  0.7 38288448 58508 tty2   Sl+  ago15   0:19 /opt/google/chrome/chrome --type=ppapi --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --shared-files
mariana   7120  0.7  0.5 34881792 43920 tty2   Sl+  ago15  75:59 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --service-sandbox-type=none --shared-files=v8_context_snapshot_data:100
mariana   7834  0.0  0.0 427176  7420 ?        Ssl  ago15   0:02 /usr/bin/zeitgeist-daemon
mariana   7842  0.0  0.1 326920 10376 ?        Ssl  ago15   0:01 /usr/lib/zeitgeist/zeitgeist/zeitgeist-fts
mariana   8393  0.0  0.7 38292076 60132 tty2   Sl+  ago15   0:37 /opt/google/chrome/chrome --type=ppapi --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --shared-files
mariana   9160  0.0  0.0 437556  5832 ?        Sl   ago15   0:00 /usr/lib/gvfs/gvfsd-network --spawner :1.22 /org/gtk/gvfs/exec_spaw/1
mariana   9173  0.0  0.0 374476  4968 ?        Sl   ago15   0:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.22 /org/gtk/gvfs/exec_spaw/3
root     11448  0.0  0.0 258736  6528 ?        Sl   ago21   0:00 gdm-session-worker [pam/gdm-password]
www-data 16858  0.0  0.1 450796  8768 ?        S    00:05   0:00 /usr/sbin/apache2 -k start
www-data 16859  0.0  0.1 450796  8776 ?        S    00:05   0:00 /usr/sbin/apache2 -k start
www-data 16860  0.0  0.1 450796  8776 ?        S    00:05   0:00 /usr/sbin/apache2 -k start
www-data 16861  0.0  0.1 450796  8776 ?        S    00:05   0:00 /usr/sbin/apache2 -k start
www-data 16862  0.0  0.1 450796  8776 ?        S    00:05   0:00 /usr/sbin/apache2 -k start
root     16864  0.0  0.0 101000  7460 ?        Ss   00:05   0:00 /usr/sbin/cupsd -l
root     16865  0.0  0.1 303664  9708 ?        Ssl  00:05   0:00 /usr/sbin/cups-browsed
mariana  19508  0.9  5.0 101826072 405164 tty2 Sl+  ago16  85:19 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=60 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root     20279  0.0  0.0      0     0 ?        S    14:35   0:00 [irq/127-mei_me]
root     20455  0.0  0.0  25980  5348 ?        S    14:35   0:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient-wlp2s0.pid -lf /var/lib/NetworkManager/dhclient-e3789435-681c-44f0-a7e2-e34174193450-wlp2s0.lease -cf /var/lib/NetworkManager/dhclient-wlp2s0.conf wlp2s0
root     21158  0.0  0.0      0     0 ?        I<   ago18   0:00 [xfsalloc]
root     21159  0.0  0.0      0     0 ?        I<   ago18   0:00 [xfs_mru_cache]
root     21171  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsIO]
root     21172  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsCommit]
root     21173  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsCommit]
root     21174  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsCommit]
root     21175  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsCommit]
root     21176  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsCommit]
root     21177  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsCommit]
root     21178  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsCommit]
root     21179  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsCommit]
root     21180  0.0  0.0      0     0 ?        S    ago18   0:00 [jfsSync]
mariana  22376  0.0  2.0 42599680 161920 tty2  Sl+  15:06   0:12 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1168 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  22428 65.8  5.5 53459028 446604 tty2  Sl+  15:07 172:59 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1171 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root     22760  0.0  0.0      0     0 ?        I<   ago16   0:11 [kworker/6:2H-ev]
mariana  22956  0.1  1.7 38400412 143036 tty2  Sl+  15:19   0:26 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1179 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  26131  0.9  0.7 34028484 56600 tty2   Sl+  16:37   1:33 /opt/google/chrome/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --service-sandbox-type=video_capture --shared-files=v8_context_snapshot_data:100
mariana  26522  0.1  1.6 38386452 135028 tty2  Sl+  16:44   0:13 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1247 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root     26982  0.0  0.0      0     0 ?        I    16:54   0:00 [kworker/7:1-eve]
mariana  27021  0.0  2.3 38412396 188332 tty2  Sl+  ago19   1:49 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=646 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  27127  5.6  1.7 38618468 143892 tty2  Sl+  ago19 237:20 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=651 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  27150  0.2  1.7 38388996 144380 tty2  Sl+  16:57   0:23 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1255 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  27318  0.0  0.0   4624  1596 tty2     S+   ago19   0:00 /bin/sh /home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/bin/pycharm.sh
mariana  27417  2.6 14.0 7211892 1128604 tty2  Sl+  ago19 109:46 /home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/jbr/bin/java -classpath /home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/lib/bootstrap.jar:/home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/lib/extensions.jar:/home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/lib/util.jar:/home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/lib/jdom.jar:/home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/lib/log4j.jar:/home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/lib/trove4j.jar:/home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/lib/jna.jar -Xms128m -Xmx980m -XX:ReservedCodeCacheSize=240m -XX:+UseConcMarkSweepGC -XX:SoftRefLRUPolicyMSPerMB=50 -ea -XX:CICompilerCount=2 -Dsun.io.useCanonPrefixCache=false -Djdk.http.auth.tunneling.disabledSchemes="" -XX:+HeapDumpOnOutOfMemoryError -XX:-OmitStackTraceInFastThrow -Djdk.attach.allowAttachSelf=true -Dkotlinx.coroutines.debug=off -Djdk.module.illegalAccess.silent=true -Dawt.useSystemAAFontSettings=lcd -Dsun.java2d.renderer=sun.java2d.marlin.MarlinRenderingEngine -Dsun.tools.attach.tmp.only=true -Dide.no.platform.update=true -Dtoolbox.notification.token=1Zg--_6zjQmVR5pAV8rKSL-3Mj1xPtr4NobfUjTy69w= -Dtoolbox.notification.portFile=/home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27.vmoptions.port -XX:ErrorFile=/home/mariana/java_error_in_PYCHARM_%p.log -XX:HeapDumpPath=/home/mariana/java_error_in_PYCHARM.hprof -Didea.vendor.name=JetBrains -Didea.paths.selector=PyCharmCE2020.2 -Djb.vmOptionsFile=/home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27.vmoptions -Didea.platform.prefix=PyCharmCore com.intellij.idea.Main
mariana  27540  0.0  0.0   4840  1888 tty2     S+   ago19   0:11 /home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/bin/fsnotifier64
mariana  27578  0.1  3.4 38539080 273320 tty2  Sl+  ago17   9:25 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=313 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  27879  0.3  2.0 42799676 166124 tty2  Sl+  17:09   0:33 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1265 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  27949  0.0  0.0  24744  6560 pts/2    Ss   ago19   0:01 /bin/bash --rcfile /home/mariana/.local/share/JetBrains/Toolbox/apps/PyCharm-C/ch-0/202.7660.27/plugins/terminal/jediterm-bash.in -i
mariana  28162  0.0  1.3 38372000 109844 tty2  Sl+  ago19   0:29 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=660 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  28219  0.1  2.2 38409556 180552 tty2  Sl+  ago19   4:28 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=663 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  28238  0.0  1.5 38361348 128300 tty2  Sl+  17:16   0:05 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1271 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  28242  0.0  0.9 38371740 75408 tty2   Sl+  ago19   0:15 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=664 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  28334  0.1  0.6 1439328 51976 ?       Sl   17:16   0:11 /usr/bin/nautilus --gapplication-service
mariana  28577  0.0  0.1 352820  8700 ?        Sl   17:20   0:00 /usr/lib/gvfs/gvfsd-http --spawner :1.22 /org/gtk/gvfs/exec_spaw/4
root     28739  0.0  0.0      0     0 ?        I    17:22   0:00 [kworker/0:2-eve]
mariana  28740  0.0  1.4 38362064 119892 tty2  Sl+  17:22   0:05 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1277 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  28760  0.0  1.5 38363488 121500 tty2  Sl+  17:22   0:04 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1278 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  28841  0.1  1.6 38370712 136256 tty2  Sl+  17:24   0:11 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1279 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  29041  0.0  0.0  11304  1516 ?        S    17:28   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
mariana  29390  0.2  1.9 861688 153884 ?       Sl   17:38   0:17 /usr/bin/gedit --gapplication-service
root     29521  0.0  0.0      0     0 ?        I    17:39   0:00 [kworker/4:3-eve]
mariana  30033  0.0  1.3 38384680 111044 tty2  Sl+  ago19   0:25 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=712 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  30226  0.2  1.5 38369032 121252 tty2  Sl+  17:55   0:11 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1288 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root     30298  0.0  0.0      0     0 ?        I    17:55   0:00 [kworker/6:1-eve]
mariana  30512  0.1  1.4 38370176 114616 tty2  Sl+  17:56   0:11 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1301 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root     30527  0.0  0.0      0     0 ?        I    17:56   0:00 [kworker/2:0-eve]
mariana  30532  0.1  1.5 38364920 127296 tty2  Sl+  17:56   0:10 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1302 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  30547  2.0  1.8 38388804 145492 tty2  Sl+  17:56   1:53 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1303 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  30750  0.1  1.6 38371828 134700 tty2  Sl+  18:02   0:07 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1304 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
mariana  30988  0.4  1.4 38418264 119548 tty2  Sl+  ago17  28:58 /opt/google/chrome/chrome --type=renderer --field-trial-handle=3894979628506954757,1228716215932210681,131072 --lang=pt-BR --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=434 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root     31034  0.0  0.0      0     0 ?        I    18:10   0:00 [kworker/2:1-eve]
mariana  31035  0.0  0.3 796724 29256 ?        Ssl  ago17   0:33 /usr/lib/gnome-terminal/gnome-terminal-server
root     31105  0.0  0.0      0     0 ?        I<   18:13   0:00 [kworker/6:0H-ev]
mariana  31147  0.0  0.0  22876  3676 pts/0    Ss   ago17   0:00 bash
root     31150  0.0  0.0      0     0 ?        I<   18:14   0:00 [kworker/5:2H-ev]
root     31428  0.0  0.0      0     0 ?        I<   ago17   0:02 [kworker/5:1H-ev]
root     31673  0.0  0.0      0     0 ?        I    18:25   0:00 [kworker/7:2-mm_]
mariana  31785  0.0  0.0  23008  5248 pts/1    Ss+  18:29   0:00 bash
root     32042  0.2  0.0      0     0 ?        I    18:34   0:07 [kworker/u16:3-i]
root     32401  0.0  0.0      0     0 ?        I    18:42   0:00 [kworker/4:0-cgr]
root     32716  0.1  0.0      0     0 ?        I    18:53   0:03 [kworker/u16:0-i]
